Brasil e Unidade da Federação;Atividades;Mês;Índice base fixa (2014=100)
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2012;73.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2012;68.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2012;79.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2012;76.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2012;80.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2012;83.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2012;74.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2012;78.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2012;74.7
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2012;88.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2013;75.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2013;65.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2013;76.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2013;75.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2013;78.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2013;81.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2013;93.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2013;92.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2013;90.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2013;95.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2013;94.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2013;109.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2014;97.2
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2014;87.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2014;91.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2014;91.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2014;100.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2014;94.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2014;103.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2014;104.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2014;102.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2014;107.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2014;101.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2014;118.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2015;105.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2015;91.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2015;105.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2015;99.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2015;105.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2015;103.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2015;103.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2015;108.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2015;106.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2015;117.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2015;112.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2015;128.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2016;103.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2016;102.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2016;111.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2016;101.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2016;106.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2016;101.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2016;103.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2016;105.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2016;105.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2016;103.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2016;102.7
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2016;116.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2017;93.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2017;90.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2017;94.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2017;85.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2017;94.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2017;92.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2017;88.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2017;93.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2017;88.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2017;89.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2017;94.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2017;104.7
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2018;96.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2018;76.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2018;88.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2018;89.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2018;94.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2018;89.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2018;96.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2018;102.2
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2018;97.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2018;101.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2018;100.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2018;109.7
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2019;98.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2019;94.2
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2019;100.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2019;99.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2019;107.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2019;98.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2019;104.3
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2019;109.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2019;105.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2019;109.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2019;112.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2019;112.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2020;103.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2020;97.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2020;113.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2020;88.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2020;104.7
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2020;105.0
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2020;122.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2020;120.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/09/2020;125.2
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/10/2020;139.8
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/11/2020;146.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/12/2020;153.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/01/2021;140.7
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/02/2021;132.2
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/03/2021;159.6
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/04/2021;145.9
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/05/2021;154.4
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/06/2021;153.5
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/07/2021;157.1
Pernambuco;Artigos farmacêuticos, médicos, ortopédicos, de perfumaria e cosméticos;01/08/2021;150.0
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2000;-
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2001;-
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2002;-
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2003;-
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2004;80.8
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2004;102.2
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2004;77.0
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2004;52.8
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2004;68.0
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2004;69.3
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2004;48.0
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2004;61.9
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2004;44.6
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2004;55.1
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2004;50.0
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2004;87.6
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2005;79.6
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2005;119.1
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2005;94.3
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2005;68.4
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2005;69.9
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2005;57.5
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2005;60.1
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2005;69.4
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2005;60.3
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2005;59.3
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2005;67.0
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2005;78.4
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2006;102.2
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2006;83.4
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2006;63.6
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2006;43.2
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2006;43.4
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2006;36.3
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2006;42.6
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2006;47.0
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2006;41.9
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2006;42.1
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2006;40.0
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2006;61.1
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2007;113.2
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2007;72.0
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2007;71.9
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2007;48.9
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2007;47.6
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2007;44.8
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2007;43.8
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2007;50.2
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2007;42.8
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2007;48.2
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2007;50.0
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2007;65.3
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2008;106.4
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2008;96.0
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2008;66.9
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2008;52.7
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2008;45.2
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2008;39.4
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2008;44.0
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2008;49.7
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2008;48.0
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2008;48.6
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2008;48.5
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2008;70.8
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2009;124.1
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2009;89.2
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2009;73.4
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2009;50.0
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2009;50.3
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2009;43.2
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2009;49.6
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2009;52.6
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2009;47.5
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2009;57.2
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2009;54.2
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2009;79.2
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2010;133.9
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2010;99.6
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2010;77.4
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2010;57.0
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2010;53.7
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2010;41.9
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2010;54.4
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2010;58.1
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2010;52.5
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2010;54.0
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2010;55.5
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2010;90.5
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2011;143.0
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2011;119.5
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2011;65.9
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2011;52.6
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2011;63.6
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2011;57.6
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2011;63.0
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2011;67.4
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2011;61.7
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2011;61.5
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2011;64.3
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2011;96.8
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2012;177.8
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2012;118.5
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2012;84.6
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2012;62.0
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2012;65.1
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2012;65.5
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2012;81.5
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2012;69.8
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2012;69.5
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2012;69.2
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2012;77.8
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2012;114.3
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2013;193.4
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2013;138.0
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2013;94.2
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2013;76.2
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2013;78.4
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2013;66.1
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2013;79.1
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2013;84.4
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2013;81.3
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2013;84.0
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2013;96.6
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2013;146.3
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2014;213.9
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2014;133.5
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2014;94.9
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2014;77.9
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2014;81.1
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2014;69.8
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2014;78.5
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2014;81.7
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2014;71.1
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2014;76.3
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2014;95.0
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2014;126.2
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2015;149.1
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2015;167.3
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2015;98.2
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2015;72.3
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2015;78.4
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2015;67.4
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2015;72.7
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2015;73.3
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2015;67.3
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2015;72.7
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2015;78.9
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2015;113.1
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2016;191.1
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2016;120.8
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2016;89.5
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2016;66.2
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2016;64.9
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2016;55.7
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2016;67.0
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2016;64.6
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2016;56.8
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2016;61.6
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2016;65.8
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2016;98.9
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2017;163.6
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2017;85.5
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2017;74.9
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2017;48.8
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2017;51.7
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2017;44.4
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2017;46.0
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2017;44.3
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2017;38.0
Pernambuco;Livros, jornais, revistas e papelaria;01/10/2017;39.9
Pernambuco;Livros, jornais, revistas e papelaria;01/11/2017;48.3
Pernambuco;Livros, jornais, revistas e papelaria;01/12/2017;73.4
Pernambuco;Livros, jornais, revistas e papelaria;01/01/2018;136.8
Pernambuco;Livros, jornais, revistas e papelaria;01/02/2018;76.8
Pernambuco;Livros, jornais, revistas e papelaria;01/03/2018;54.4
Pernambuco;Livros, jornais, revistas e papelaria;01/04/2018;42.8
Pernambuco;Livros, jornais, revistas e papelaria;01/05/2018;37.1
Pernambuco;Livros, jornais, revistas e papelaria;01/06/2018;32.6
Pernambuco;Livros, jornais, revistas e papelaria;01/07/2018;31.6
Pernambuco;Livros, jornais, revistas e papelaria;01/08/2018;34.8
Pernambuco;Livros, jornais, revistas e papelaria;01/09/2018;29.4
